model_id,mode,chunk_ms,n_utterances,wer,cer,rtf,mean_latency_sec,retrospective_latency_sec,subsampled,dataset,config,split,versions,notes
Qwen/Qwen3-ASR-1.7B,streaming,2000,500,3.4694100908394443,1.2498432470843959,0.23929598771257476,1.6242430831499937,3.6242430831499934,True,openslr/librispeech_asr,other,test,"{""python"": ""3.12.13"", ""torch"": ""2.9.1+cu128"", ""transformers"": ""4.57.6"", ""vllm"": ""0.14.0"", ""qwen_asr"": ""unknown"", ""cuda_available"": true, ""cuda"": ""12.8"", ""device"": ""Tesla T4""}",
Qwen/Qwen3-ASR-1.7B,streaming,320,500,4.607639268906643,2.643899176524683,0.7275415843631253,4.938254073550003,5.258254073550003,True,openslr/librispeech_asr,other,test,"{""python"": ""3.12.13"", ""torch"": ""2.9.1+cu128"", ""transformers"": ""4.57.6"", ""vllm"": ""0.14.0"", ""qwen_asr"": ""unknown"", ""cuda_available"": true, ""cuda"": ""12.8"", ""device"": ""Tesla T4""}",
